,file,speaker,dialog
309,Ses04F_impro05,Ses04F_impro05_F010,"Yeah, well that's got everything I have in it."
310,Ses04F_impro05,Ses04F_impro05_M009,"I understand that, ma'am but there's not really much I can do for you right now."
311,Ses04F_impro05,Ses04F_impro05_F011,Look fifty dollars is unacceptable. My bag itself cost over a hundred and fifty dollars. You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough. Like that's all I needed was fifty dollars. My bag is worth more than that.
312,Ses04F_impro05,Ses04F_impro05_M010,What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.
313,Ses04F_impro05,Ses04F_impro05_M011,If you'd like to take that over to the front desk- Ma'am.
314,Ses04F_impro05,Ses04F_impro05_M012,We're just talking over each other.
315,Ses04F_impro05,Ses04F_impro05_M013,We're not going to communicate anything this way.
316,Ses04F_impro05,Ses04F_impro05_F012,I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.
317,Ses04F_impro05,Ses04F_impro05_M014,Ma'am in flying with Northwest Airlines you agreed to
318,Ses04F_impro05,Ses04F_impro05_M015,sign away your luggage to the
319,Ses04F_impro05,Ses04F_impro05_F013,I didn't sign anything. I didn't sign anything. And you people have got to make-
320,Ses04F_impro05,Ses04F_impro05_M016,"It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-"
321,Ses04F_impro05,Ses04F_impro05_F014,You have to make amends for what you did for losing my bag and all of my stuff. Fifty dollars is unacceptable.
322,Ses04F_impro05,Ses04F_impro05_M017,"Ma'am, please calm down. When you purchase a ticket, there is a terms and agreement,"
323,Ses04F_impro05,Ses04F_impro05_F015,No. No. I don't know. You know what? I'm going to call my lawyer. You know what? That's what I'm going to do. I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.
324,Ses04F_impro05,Ses04F_impro05_M018,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over
325,Ses04F_impro05,Ses04F_impro05_M019,The best that we can do for you is give you-
326,Ses04F_impro05,Ses04F_impro05_M020,Ma'am.
327,Ses04F_impro05,Ses04F_impro05_F016,I want to talk to your supervisor.
328,Ses04F_impro05,Ses04F_impro05_M021,I am- I am- I am my own supervisor.
329,Ses04F_impro05,Ses04F_impro05_F017,"I've had enough. I want to talk to-no, no unacceptable I want to your supervisor. I am done with this."
330,Ses04F_impro05,Ses04F_impro05_M022,"I am the supervisor, ma'am."
331,Ses04F_impro05,Ses04F_impro05_F018,"Really, you don't work for anybody. It's just you?"
332,Ses04F_impro05,Ses04F_impro05_M023,I am the current manager on duty.
333,Ses04F_impro05,Ses04F_impro05_F019,"Okay. Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate."
334,Ses04F_impro05,Ses04F_impro05_M024,"Ma'am, I own Northwest Airlines."
335,Ses04F_impro06,Ses04F_impro06_M000,"Hey, I'm, uh. I'm really sorry about what happened. I don't um- I mean what you can you do? I mean it's-"
336,Ses04F_impro06,Ses04F_impro06_F000,Thanks.
337,Ses04F_impro06,Ses04F_impro06_M001,"When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it."
338,Ses04F_impro06,Ses04F_impro06_F001,"You know it's just, I just, you know, I mean it just happened. I just, like- I just keep expecting him to walk in, you know."
339,Ses04F_impro06,Ses04F_impro06_M002,Mmhmm. Yeah. Yeah. I mean it's- it's hard. It's hard.
340,Ses04F_impro06,Ses04F_impro06_F002,"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?"
341,Ses04F_impro06,Ses04F_impro06_M003,Yeah.
342,Ses04F_impro06,Ses04F_impro06_M004,"Well I mean, you know, I mean it was I mean with that kind of condition,"
343,Ses04F_impro06,Ses04F_impro06_F003,Yeah. I know. I know.
344,Ses04F_impro06,Ses04F_impro06_M005,"you know, it's inevitable and I mean honestly it's- it's almost like"
345,Ses04F_impro06,Ses04F_impro06_M006,"you know, you don't- you know, how long do you want the person to go through that, you know."
346,Ses04F_impro06,Ses04F_impro06_M007,It's sort of- it's almost better off to rest in peace than he is to live in pain.
347,Ses04F_impro06,Ses04F_impro06_F004,"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair. I mean he- he didn't get to do like anything. I mean he was-"
348,Ses04F_impro06,M:,
349,Ses04F_impro06,Ses04F_impro06_F005,"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do. You know, like I'll get married some day and he won't be there, like, he won't get to see that."
350,Ses04F_impro06,Ses04F_impro06_M008,Yeah.
351,Ses04F_impro06,Ses04F_impro06_F006,It just doesn't seem fair.
352,Ses04F_impro06,Ses04F_impro06_M009,"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them."
353,Ses04F_impro06,F:,
354,Ses04F_impro06,Ses04F_impro06_M010,You're okay
355,Ses04F_impro06,Ses04F_impro06_F007,Thank you for being here.
356,Ses04F_impro06,M:,welcome.
357,Ses04F_impro06,Ses04F_impro06_M011,You know I think- I think we should celebrate because I think that's what he would have wanted.
358,Ses04F_impro06,Ses04F_impro06_F008,[LAUGHTER] You're probably right. He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.
359,Ses04F_impro06,Ses04F_impro06_M012,Yeah.
360,Ses04F_impro06,Ses04F_impro06_F009,And to drink in his honor. [LAUGHTER]
361,Ses04F_impro06,Ses04F_impro06_M013,"That's right. That's right. I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can."
362,Ses04F_impro06,Ses04F_impro06_F010,"Yeah, I know."
363,Ses04F_impro06,Ses04F_impro06_M014,So-
364,Ses04F_impro07,Ses04F_impro07_M000,"Hey, what's up?"
365,Ses04F_impro07,Ses04F_impro07_F000,Guess what came today?
366,Ses04F_impro07,Ses04F_impro07_M001,What?
367,Ses04F_impro07,Ses04F_impro07_F001,My acceptance letter.
368,Ses04F_impro07,Ses04F_impro07_M002,Get out.
369,Ses04F_impro07,Ses04F_impro07_F002,From U.S.C..
370,Ses04F_impro07,Ses04F_impro07_M003,You serious?
371,Ses04F_impro07,Ses04F_impro07_F003,"Yes, I am."
372,Ses04F_impro07,Ses04F_impro07_M004,"Oh, my god what happened. You got in. Otherwise you wouldn't be so happy. [LAUGHTER]"
373,Ses04F_impro07,Ses04F_impro07_F004,"Well yeah, that's the general idea. [LAUGHTER]"
374,Ses04F_impro07,Ses04F_impro07_M005,That's awesome. Congratulations.
375,Ses04F_impro07,Ses04F_impro07_F005,Big bad acceptance packet with all the information. I'm going to U.S.C..
376,Ses04F_impro07,Ses04F_impro07_M006,That's amazing. Wow.
377,Ses04F_impro07,Ses04F_impro07_F006,I know. [LAUGHTER]
378,Ses04F_impro07,Ses04F_impro07_M007,You're going to have to get like a nine millimeter because U.S.C.'s like in South Central.
379,Ses04F_impro07,Ses04F_impro07_F007,"[LAUGHTER] Yeah, uh. No."
380,Ses04F_impro07,Ses04F_impro07_F008,[LAUGHTER] It's safe around there.
381,Ses04F_impro07,Ses04F_impro07_M008,"No, seriously. No, seriously, you should do it."
382,Ses04F_impro07,Ses04F_impro07_F009,The campus is beautiful. I'm so excited.
383,Ses04F_impro07,Ses04F_impro07_M009,I know but you should get like a taser or something. I mean walking around the campus at night-
384,Ses04F_impro07,Ses04F_impro07_F010,"Do you want to buy me some mace for my, you know, going away present?"
385,Ses04F_impro07,Ses04F_impro07_M010,I'll get you- I'll get you a bottle of mace.
386,Ses04F_impro07,Ses04F_impro07_F011,There we go. Perfect.
387,Ses04F_impro07,M:,work.
388,Ses04F_impro07,Ses04F_impro07_M011,And a taser and a knife.
389,Ses04F_impro07,Ses04F_impro07_F012,And a taser. Excellent. Just make sure it's a big knife.
390,Ses04F_impro07,Ses04F_impro07_M012,And you'll be fully loaded.
391,Ses04F_impro07,Ses04F_impro07_F013,I don't want any of those little puny ones.
392,Ses04F_impro07,Ses04F_impro07_M013,"So, um- so what are you going to- what are you going to major in?"
393,Ses04F_impro07,Ses04F_impro07_F014,Well I was thinking maybe underwater basket weaving.
394,Ses04F_impro07,Ses04F_impro07_M014,"Underwater basket weaving, my god."
395,Ses04F_impro07,Ses04F_impro07_F015,"U.S.C. has a major in that, right."
396,Ses04F_impro07,Ses04F_impro07_M015,They have- they have that
397,Ses04F_impro07,Ses04F_impro07_F016,They have - U.S.C. has everything because U.S.C. is the best school ever.
398,Ses04F_impro07,Ses04F_impro07_M016,they have that as a major?
399,Ses04F_impro07,Ses04F_impro07_M017,That's ridiculous. I don't believe that.
400,Ses04F_impro07,Ses04F_impro07_F017,Okay. Well I'm lying but-
401,Ses04F_impro07,Ses04F_impro07_M018,"Seriously, what's your major?"
402,Ses04F_impro07,Ses04F_impro07_F018,"Well, I haven't decided yet. I want to try some things out."
403,Ses04F_impro07,Ses04F_impro07_M019,So you're undecided?
404,Ses04F_impro07,Ses04F_impro07_F019,Yeah.
405,Ses04F_impro07,Ses04F_impro07_M020,"Hey, that's cool."
406,Ses04F_impro07,Ses04F_impro07_F020,"I know 'cause then I can do whatever I want, right. I can try classes in this and then try classes in that and then pick whatever I like best."
407,Ses04F_impro07,Ses04F_impro07_M021,"No, no. It's totally cool. I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life."
408,Ses04F_impro07,Ses04F_impro07_F021,okay. Well I'm not going to be undecided forever. [LAUGHTER]
409,Ses04F_impro07,Ses04F_impro07_M022,"Uh, well-"
410,Ses04F_impro07,Ses04F_impro07_F022,And it's so close so you can come visit me all the time.
411,Ses04F_impro07,Ses04F_impro07_M023,You- you- you'll find.
412,Ses04F_impro07,Ses04F_impro07_M024,"Yeah, I know. That's right. Yeah, yeah. Because I live in LA."
413,Ses04F_impro07,Ses04F_impro07_F023,Right.
414,Ses04F_impro07,Ses04F_impro07_M025,and I like living in LA.
415,Ses04F_impro07,Ses04F_impro07_F024,"So this works out perfectly. Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-"
416,Ses04F_impro07,M:,sweet.
417,Ses04F_impro07,Ses04F_impro07_M026,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck."
418,Ses04F_impro07,Ses04F_impro07_F025,I would miss you.
419,Ses04F_impro07,Ses04F_impro07_F026,Yeah. But now we don't have to.
420,Ses04F_impro07,Ses04F_impro07_M027,Right.
421,Ses04F_impro07,Ses04F_impro07_F027,Everything worked out perfectly.
422,Ses04F_impro07,Ses04F_impro07_M028,That's awesome.
423,Ses04F_impro07,Ses04F_impro07_F028,I know. We should have a party.
424,Ses04F_impro07,Ses04F_impro07_M029,We should have a party.
425,Ses04F_impro07,Ses04F_impro07_F029,An I got accepted to U.S.C. party.
426,Ses04F_impro07,Ses04F_impro07_M030,You got accepted-what? to a U.S.C. party?
427,Ses04F_impro07,Ses04F_impro07_F030,No. An I got accepted to U.S.C. party. [LAUGHTER]
428,Ses04F_impro07,Ses04F_impro07_M031,"Oh, that's right. Okay, I see. Right, right, right."
429,Ses04F_impro07,Ses04F_impro07_M032,A party celebrating your acceptance.
430,Ses04F_impro07,Ses04F_impro07_F031,Right. Now you're with me.
431,Ses04F_impro07,Ses04F_impro07_M033,That's cool.
432,Ses04F_impro07,Ses04F_impro07_F032,That is why I got accepted.
433,Ses04F_impro07,Ses04F_impro07_M034,"Well, that's really cool that you're going to be staying in the same city and everything. so umm"
434,Ses04F_impro07,Ses04F_impro07_F033,I know.
435,Ses04F_impro07,M:,um
436,Ses04F_impro07,Ses04F_impro07_M035,"I don't know are you, like, I don't know. Are you, like, available or anything?"
437,Ses04F_impro07,Ses04F_impro07_F034,[LAUGHTER] Are you asking me on a date?
438,Ses04F_impro07,Ses04F_impro07_M036,"Well I mean I don't know. It's like you know I kind of had a crush on you throughout high school and, like"
439,Ses04F_impro07,Ses04F_impro07_M037,"I don't know I just thought that, you know, maybe we could, you know, I don't know. It's like, you know, just test the waters anyway. I don't see what the problem is."
440,Ses04F_impro07,Ses04F_impro07_F035,What- what did you have in mind?
441,Ses04F_impro07,Ses04F_impro07_M038,"Movies- movie, we'll go to a movie and a dinner and- and"
442,Ses04F_impro07,Ses04F_impro07_M039,"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you- it's Red Lobster. It's like down on"
443,Ses04F_impro07,Ses04F_impro07_F036,[LAUGHTER]
444,Ses04F_impro07,Ses04F_impro07_M040,Vermont.
445,Ses04F_impro07,Ses04F_impro07_F037,You just did not ask me on a date to Red Lobster.
446,Ses04F_impro07,Ses04F_impro07_M041,"Wait, you've been there before?"
447,Ses04F_impro07,Ses04F_impro07_F038,On occasion I've heard of it.
448,Ses04F_impro07,Ses04F_impro07_M042,"Oh, so well then you know that it's awesome."
449,Ses04F_impro07,Ses04F_impro07_F039,Yeah. Totally.
450,Ses04F_impro07,Ses04F_impro07_M043,"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing."
451,Ses04F_impro07,Ses04F_impro07_F040,I am totally down with the ice cream.
452,Ses04F_impro07,Ses04F_impro07_M044,Okay. Putt-putt golfing?
453,Ses04F_impro07,Ses04F_impro07_F041,"Eh, we can work that part out."
454,Ses04F_impro07,Ses04F_impro07_M045,"Yeah, you want to go. No, you want to go. You want to go."
455,Ses04F_impro07,Ses04F_impro07_F042,Alright.
456,Ses04F_impro07,Ses04F_impro07_M046,I can see it in your eyes. You want to go.
457,Ses04F_impro07,Ses04F_impro07_F043,I think that'd be really fun actually.
458,Ses04F_impro07,Ses04F_impro07_M047,Yeah. So we'll do that and then- and then- and then tomorrow we'll have your
459,Ses04F_impro07,Ses04F_impro07_F044,party.
460,Ses04F_impro07,Ses04F_impro07_M048,your I got into U.S.C. graduate party. Yeah.
461,Ses04F_impro07,Ses04F_impro07_F045,Well look at that. What a great day. I got into college and I got asked out on a date.
462,Ses04F_impro07,Ses04F_impro07_M049,Good. Alright we're so happy.
463,Ses04F_impro07,Ses04F_impro07_F046,Yay for me.
464,Ses04F_impro07,Ses04F_impro07_M050,"That's right. Um, so U.S.C. is a really nice school."
